web-scraper-order,web-scraper-start-url,links,links-href,Name,Rating,ActualCost,DiscountPercentage,CostAfterDiscount,InternalStorage,RAM,Color,SimType,ModelNumber,pagelinks,pagelinks-href,ModelName,DisplaySize,Resolution,ResolutionType,RefreshRate,ProcessBrand,ProcesCore,ProcesType,TotalMemory,Expandable,BatteryCap,BatteryType,BatteryRemovable,Infrared,USBCon
"1749481531-1","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Coming SoonAdd to CompareSamsung Galaxy F12 (Sea Green, 128 GB)4.33,02,705 Ratings & 23,298 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase₹11,499₹13,99917% off","https://www.flipkart.com/samsung-galaxy-f12-sea-green-128-gb/p/itm632faa123e085?pid=MOBGFG79ZZFRGZ7U&lid=LSTMOBGFG79ZZFRGZ7UZNFTWL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBGFG79ZZFRGZ7U.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","4.3","₹13,999","17% off","₹11,499","128 GB","4 GB","Sea Green","Dual Sim","SM-F127GZGIINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy F12","16.55 cm (6.515 inch)","1600 x 720 Pixels","HD+","","Exynos","Octa Core","Exynos 850","","512 GB","6000 mAh","","No","No","Yes"
"1749481538-2","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy S25 Ultra 5G (Titanium Silverblue, 1024 GB)4.71,695 Ratings & 203 Reviews12 GB RAM | 1024 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories₹1,53,999₹1,65,9997% offFree deliveryLowest price since launchUpto ₹45,150 Off on Exchange","https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-1024-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UFSUDUUZZ&lid=LSTMOBH8K8UFSUDUUZZBUZ1UW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_239&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBH8K8UFSUDUUZZ.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 1024 GB)  (12 GB RAM)","4.7","₹1,65,999","7% off","₹1,53,999","1024 GB","12 GB","Titanium Silverblue","Dual Sim","SM-S938BZBQINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy S25 Ultra 5G","17.53 cm (6.9 inch)","3120 x 1440 Pixels","Quad HD+","Aspect Ratio: 19.5:9, Refresh Rate: 120Hz","Snapdragon","Octa Core","8 Elite for Galaxy","1024 GB","","5000 mAh","Lithium Ion","No","No","Yes"
"1749481546-3","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy A06 5G (Light Green, 64 GB)4.3191 Ratings & 40 Reviews4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories₹11,699₹13,99916% off1 year warranty by SamsungOnly 1 leftBank Offer","https://www.flipkart.com/samsung-galaxy-a06-5g-light-green-64-gb/p/itm8ad99221e2f36?pid=MOBH9GQKNQBVH9U7&lid=LSTMOBH9GQKNQBVH9U7V8DGNG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBH9GQKNQBVH9U7.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy A06 5G (Light Green, 64 GB)  (4 GB RAM)","4.3","₹13,999","16% off","₹11,699","64 GB","4 GB","Light Green","Dual Sim","SM-A066BLGDINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy A06 5G","17.02 cm (6.7 inch)","1600 x 720 Pixels","HD+","Refresh Rate: 90Hz","Mediatek","Octa Core","Dimensity 6300","64 GB","","5000 mAh","","No","No","Yes"
"1749481554-4","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy A06 5G (Light Grey, 128 GB)420 Ratings & 1 Reviews6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories₹12,490₹16,99926% offFree deliveryOnly 1 leftBank Offer","https://www.flipkart.com/samsung-galaxy-a06-5g-light-grey-128-gb/p/itmb1613992c993a?pid=MOBH9GQKZNFXTWDK&lid=LSTMOBH9GQKZNFXTWDKWVG6HB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_237&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBH9GQKZNFXTWDK.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy A06 5G (Light Grey, 128 GB)  (6 GB RAM)","4","₹16,999","26% off","₹12,490","128 GB","6 GB","Light Grey","Dual Sim","SM-A066BZAHINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy A06 5G","17.02 cm (6.7 inch)","1600 x 720 Pixels","HD+","Refresh Rate: 90Hz","Mediatek","Octa Core","Dimensity 6300","128 GB","","5000 mAh","","No","No","Yes"
"1749481562-5","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung a14 5g (Steller Black, 64 GB)4.122 Ratings & 0 Reviews4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Battery(Exynos 1330) Processor12 Months₹9,999₹16,49939% offFree deliveryTop Discount of the SaleOnly 1 left","https://www.flipkart.com/samsung-a14-5g-steller-black-64-gb/p/itm7895ee85c1277?pid=MOBGTZ85VE9HEGX6&lid=LSTMOBGTZ85VE9HEGX6QFTBSE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_236&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBGTZ85VE9HEGX6.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung a14 5g (Steller Black, 64 GB)  (4 GB RAM)","4.1","₹16,499","39% off","₹9,999","64 GB","4 GB","Steller Black","Dual Sim","A146BZKDINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","a14 5g","16.76 cm (6.6 inch)","2408 x 1080","Full HD+","16.76 cm F HD+ In-Cell Touch Display (1080 x 2408), 402 PPI","Exynos","Octa Core","(Exynos 1330)","","","5000 mAh","","","",""
"1749481569-6","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy A14 (Silver, 64 GB)3.9162 Ratings & 13 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryExynos 850, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹9,499₹16,49942% offFree deliveryLowest price since launchOnly few left","https://www.flipkart.com/samsung-galaxy-a14-silver-64-gb/p/itmc1f1d9fb0be9d?pid=MOBGPN52HGDJETF2&lid=LSTMOBGPN52HGDJETF2GZNHHV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_235&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBGPN52HGDJETF2.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy A14 (Silver, 64 GB)  (4 GB RAM)","3.9","₹16,499","42% off","₹9,499","64 GB","4 GB","Silver","Dual Sim","SM-A145FZSDINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy A14","16.76 cm (6.6 inch)","2408 x 1080 Pixels","Full HD+","In-Cell Touch Display, Refresh Rate: 60 Hz","Exynos","Octa Core","Exynos 850, Octa Core","64 GB","1 TB","5000 mAh","Lithium Ion","No","","Yes"
"1749481578-7","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy A26 5G (Awesome Mint, 128 GB)4119 Ratings & 20 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories₹22,999₹27,99917% offFree deliveryTop Discount of the SaleOnly 3 left","https://www.flipkart.com/samsung-galaxy-a26-5g-awesome-mint-128-gb/p/itm4b81bdcb52174?pid=MOBH9RNGWPARHASD&lid=LSTMOBH9RNGWPARHASDYLRMO5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_234&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBH9RNGWPARHASD.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy A26 5G (Awesome Mint, 128 GB)  (8 GB RAM)","4","₹27,999","17% off","₹22,999","128 GB","8 GB","Awesome Mint","Dual Sim","SM-A266BLGKINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy A26 5G","17.02 cm (6.7 inch)","2340 x 1080 Pixels","Full HD+","Refresh Rate: 120Hz","Exynos","Octa Core","Samsung Exynos 1380","128 GB","1 TB","5000 mAh","Lithium-ion","No","No","Yes"
"1749481586-8","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Coming SoonAdd to CompareSamsung Galaxy F62 (Laser Green, 128 GB)4.331,038 Ratings & 3,620 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera7000 mAh Lithium-ion BatteryExynos 9825 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase₹25,999₹31,99918% off","https://www.flipkart.com/samsung-galaxy-f62-laser-green-128-gb/p/itm48722edba16c9?pid=MOBFZWSUZZ2Y7YYG&lid=LSTMOBFZWSUZZ2Y7YYGSFU3WX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_233&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBFZWSUZZ2Y7YYG.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy F62 (Laser Green, 128 GB)  (8 GB RAM)","4.3","₹31,999","18% off","₹25,999","128 GB","8 GB","Laser Green","Dual Sim","SM-E625FZGGINS","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy F62","17.02 cm (6.7 inch)","2400 x 1080 Pixels","Full HD+","","Exynos","Octa Core","Exynos 9825","","1 TB","7000 mAh","","No","No","Yes"
"1749481594-9","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32","Add to CompareSamsung Galaxy M55 5G (Light Green, 256 GB)3.7200 Ratings & 11 Reviews8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 year for handset and 6 months for accessories.₹24,999₹31,99921% offFree deliveryOnly 3 leftBank Offer","https://www.flipkart.com/samsung-galaxy-m55-5g-light-green-256-gb/p/itmb84fd818684b9?pid=MOBGZST9A7J9BCT3&lid=LSTMOBGZST9A7J9BCT3LESJSE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_232&otracker=browse&fm=organic&iid=3419b61c-9227-4252-8f58-bc8b09e9bfa2.MOBGZST9A7J9BCT3.SEARCH&ppt=browse&ppn=browse&ssid=lya72q1d6o0000001749481516497","Samsung Galaxy M55 5G (Light Green, 256 GB)  (8 GB RAM)","3.7","₹31,999","21% off","₹24,999","256 GB","8 GB","Light Green","Dual Sim","SM-M556B","10","https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&param=178819&p%5B%5D=facets.brand%255B%255D%3DSAMSUNG&p%5B%5D=facets.type%255B%255D%3DSmartphones&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIlNhbXN1bmcgc21hcnRwaG9uZXMiXSwidmFsdWVUeXBlIjoiTVVMVElfVkFMVUVEIn19fX19&bu=MOBILE&wid=36.productCard.PMU_V2_32&page=10","Galaxy M55 5G","17.02 cm (6.7 inch)","1080x2400","","","Snapdragon","Hexa Core","","","","5000 mAh","non-removable","No","",""
